timestamp,name,tweet,retweetCnt,hastags,urlsCnt,mentionsCnt
Wed Oct 29 12:36:45 +0000 2014,SupaFlockaJames,i ain't saying confess definitely ain't saying snitch but if you killed the nigga help his mamma dig his ditch @thegame,{},[],0,1
Wed Oct 29 12:36:51 +0000 2014,LaurenStacks,@Michelle4Laughs Ninja? Is that an unexpected agent visitor?,{},[],0,1
Wed Oct 29 12:37:05 +0000 2014,rahulrajatsingh,RT @zaibatsu: Every person you meet has something they can teach you,12,[],0,1
Wed Oct 29 12:37:11 +0000 2014,Knrhockey,@amshockey96 I got 5 😳,{},[],0,1
Wed Oct 29 12:37:27 +0000 2014,AmyWCorey,RT @SocialInIndy: Things to do Today in Indianapolis FREE http://t.co/5WTVgwDFtb,2,[],1,1
Wed Oct 29 12:37:27 +0000 2014,amshockey96,@Knrhockey haha it's better then nothing,{},[],0,1
Wed Oct 29 12:37:48 +0000 2014,Sports_Journal,Tallil will NOT be wearing a Halloween costume this year - or ever. @Chris_Z925 @Jessica_Z925 @Z925FM,{},[],0,3
Wed Oct 29 12:37:49 +0000 2014,Michelle4Laughs,Thanks to the agents who've come by and looking forward to the others! @NaughtyBrent @DianaFinch @andreasomberg @patricianels #NoQS 3/3,{},"[{u'indices': [126, 131], u'text': u'NoQS'}]",0,4
Wed Oct 29 12:38:17 +0000 2014,jose_el_grafo,Hike! Buffalo Wild Wings jacks up prices http://t.co/sbb36IkrF1,{},[],1,0
Wed Oct 29 12:38:27 +0000 2014,smyers07,RT @See3Clothing: Focus on what's real. http://t.co/aKFRmIL1uu,460,[],0,1
Wed Oct 29 12:38:59 +0000 2014,rbp77,RT @zaibatsu: The U.S. Has Become the No Vacation Nation: http://t.co/1ZF82eNTAu  #productivity #jobs http://t.co/aAN1Vtwouy,10,"[{u'indices': [82, 95], u'text': u'productivity'}, {u'indices': [96, 101], u'text': u'jobs'}]",1,1
Wed Oct 29 12:39:03 +0000 2014,kimgarst,@zaibatsu had to share this on my @RebelMouse. Thank you! http://t.co/vaF3mWBs2s,{},[],1,2
Wed Oct 29 12:39:07 +0000 2014,Michelle4Laughs,@maxwires @NaughtyBrent Yep. I'm hoping all the guys waited for today. @LeonHusock @Trident_Media #NoQS,{},"[{u'indices': [98, 103], u'text': u'NoQS'}]",0,4
Wed Oct 29 12:39:09 +0000 2014,ShesSavvy,RT @zaibatsu: The U.S. Has Become the No Vacation Nation: http://t.co/1ZF82eNTAu  #productivity #jobs http://t.co/aAN1Vtwouy,11,"[{u'indices': [82, 95], u'text': u'productivity'}, {u'indices': [96, 101], u'text': u'jobs'}]",1,1
Wed Oct 29 12:39:33 +0000 2014,amshockey96,@Knrhockey I need more of it still tho lol,{},[],0,1
Wed Oct 29 12:39:41 +0000 2014,m_priskila,@zaibatsu LoL embarrassing myself if favorite,{},[],0,1
Wed Oct 29 12:39:44 +0000 2014,ScottSharum,Good morning people,{},[],0,0
Wed Oct 29 12:40:01 +0000 2014,Z925FM,RT @Sports_Journal: Tallil will NOT be wearing a Halloween costume this year - or ever. @Chris_Z925 @Jessica_Z925 @Z925FM,1,[],0,4
Wed Oct 29 12:40:16 +0000 2014,Z925FM,@Sports_Journal @Chris_Z925 @Jessica_Z925 poor Tallil! :-),{},[],0,3
Wed Oct 29 12:40:20 +0000 2014,Knrhockey,@amshockey96 yeah a good 12 hours straight would so u good lol I did that Sunday,{},[],0,1
Wed Oct 29 12:40:21 +0000 2014,twistedfables,RT @Michelle4Laughs: Thanks to the agents who've come by and looking forward to the others! @NaughtyBrent @DianaFinch @andreasomberg @patri…,1,"[{u'indices': [139, 140], u'text': u'NoQS'}]",0,5
Wed Oct 29 12:40:26 +0000 2014,UdnSpeak4me,@zaibatsu well that's for us peons work work Work the rich take them all the time😃🌃🌉⛵️🚢✈️,{},[],0,1
Wed Oct 29 12:41:09 +0000 2014,NaughtyBrent,@Michelle4Laughs @maxwires I browsed immediately but am still pondering!,{},[],0,2
Wed Oct 29 12:41:26 +0000 2014,SocialInIndy,Want to Get Your Ad on the Front Page of Social N? Events Specials StartUps Small Biz: http://t.co/gV1mU3caNe http://t.co/rtttF3iaKs,{},[],1,0
Wed Oct 29 12:41:32 +0000 2014,stevenbburnside,"Employers reportedly value hard skills (technical, engineering) over soft skills (relationship building, team work) http://t.co/6P4rGthNbs",{},[],1,0
Wed Oct 29 12:42:01 +0000 2014,BaylosLoretta,@myfoxla R.I.P so sad my hubby is a Lahabra PD alway worry xo,{},[],0,1
Wed Oct 29 12:42:05 +0000 2014,jungwoolee91,RT @RICKatFOX: Wow! Blast from above-Watch the animation of Russia's Sarychev Volcano during the 6am hour of the FOX11 News @myfoxla http:/…,1,[],0,2
Wed Oct 29 12:42:26 +0000 2014,micaahh33,"Today stats: No new followers, One unfollower and followed one person via http://t.co/sAiJEYixC0",{},[],1,0
Wed Oct 29 12:42:38 +0000 2014,BpopeTV,RT @DrewRGardner: BREAKING: Fire crews are responding to a house fire in the 800 block of Milton Ave in South Bend. @BpopeTV is on the way.,1,[],0,2
Wed Oct 29 12:42:42 +0000 2014,terfredr,"RT @alistairgibson4: amazing island of #senja, norway http://t.co/9wZJjdNiSz",5,"[{u'indices': [39, 45], u'text': u'senja'}]",0,1
Wed Oct 29 12:43:11 +0000 2014,monroenews,Newport store employee arrested http://t.co/g1e8cZ4ZmQ,{},[],1,0
Wed Oct 29 12:43:12 +0000 2014,npuk1,RT @zaibatsu: The U.S. Has Become the No Vacation Nation: http://t.co/1ZF82eNTAu  #productivity #jobs http://t.co/aAN1Vtwouy,19,"[{u'indices': [82, 95], u'text': u'productivity'}, {u'indices': [96, 101], u'text': u'jobs'}]",1,1
Wed Oct 29 12:43:24 +0000 2014,Michelle4Laughs,@NaughtyBrent @maxwires Take your time. We might just be a little anxious. ;-),{},[],0,2
Wed Oct 29 12:43:25 +0000 2014,richyloocas,@zaibatsu but #america spends billions on its tourist industry.... Clearly More concerened about rest of world than its own workforce?,{},"[{u'indices': [14, 22], u'text': u'america'}]",0,1
Wed Oct 29 12:43:34 +0000 2014,GusaniInfotech,@nefajuromih Thank you for make us favorite..There’s more on website http://t.co/rTSioblySc,{},[],1,1
Wed Oct 29 12:43:42 +0000 2014,toppertaco,RT @allahpundit: White House snubs Israeli official http://t.co/Q4NwKi53xk,8,[],1,1
Wed Oct 29 12:43:45 +0000 2014,farreljt,Another great book underway. #BackOfTheNapkin http://t.co/aHQSQJWsHT,{},"[{u'indices': [29, 45], u'text': u'BackOfTheNapkin'}]",1,0
Wed Oct 29 12:43:51 +0000 2014,purduesouthbend,"South Bend Boilermakers! Join the Purdue Student Ambassadors TOMORROW - Thursday, October 30 for a fundraiser at... http://t.co/uanYxNsI05",{},[],1,0
Wed Oct 29 12:44:20 +0000 2014,ah_boom,"RT @PurduePoly: ""Big Ten and the Next Big Thing:"" #PurduePoly, Wisconsin, &amp; Michigan's competency-based programs http://t.co/JXG5mAxwcc @in…",2,"[{u'indices': [50, 61], u'text': u'PurduePoly'}]",1,2
Wed Oct 29 12:44:45 +0000 2014,CreditClearingA,RT @zaibatsu: The U.S. Has Become the No Vacation Nation: http://t.co/1ZF82eNTAu  #productivity #jobs http://t.co/aAN1Vtwouy,21,"[{u'indices': [82, 95], u'text': u'productivity'}, {u'indices': [96, 101], u'text': u'jobs'}]",1,1
Wed Oct 29 12:45:13 +0000 2014,TeenMindRocks,Hindi ako BELT na laging mag aadjust para sayo.,{},[],0,0
Wed Oct 29 12:46:02 +0000 2014,JosephStraussH,RT @zaibatsu: The U.S. Has Become the No Vacation Nation: http://t.co/1ZF82eNTAu  #productivity #jobs http://t.co/aAN1Vtwouy,25,"[{u'indices': [82, 95], u'text': u'productivity'}, {u'indices': [96, 101], u'text': u'jobs'}]",1,1
Wed Oct 29 12:46:13 +0000 2014,JosephStraussH,RT @zaibatsu: Syfy Basically Admits They Screwed Up http://t.co/SSUdmxS1VM  #scifi #tv http://t.co/ssXNxw4eHu,6,"[{u'indices': [76, 82], u'text': u'scifi'}, {u'indices': [83, 86], u'text': u'tv'}]",1,1
Wed Oct 29 12:46:25 +0000 2014,sagely7,RT @zaibatsu: The U.S. Has Become the No Vacation Nation: http://t.co/1ZF82eNTAu  #productivity #jobs http://t.co/aAN1Vtwouy,26,"[{u'indices': [82, 95], u'text': u'productivity'}, {u'indices': [96, 101], u'text': u'jobs'}]",1,1
Wed Oct 29 12:46:47 +0000 2014,Michelle4Laughs,A fresh request! #NoQS,{},"[{u'indices': [17, 22], u'text': u'NoQS'}]",0,0
Wed Oct 29 12:47:50 +0000 2014,Live_Laugh_Sike,Let nothing or NO ONE stop you! Make today count 👊🙌😁,{},[],0,0
Wed Oct 29 12:48:10 +0000 2014,StillSourDiesel,@zaibatsu I get 3 weeks paid vacation.,{},[],0,1
Wed Oct 29 12:48:13 +0000 2014,collin_p23,"RT @TeenMindRocks: You have no idea how much l like you. How much you make me smile, how much l love talking to you, or how much l wish you…",4,[],0,1
Wed Oct 29 12:48:27 +0000 2014,tailgateradio,These buffalo chicken cheese balls will transform your next tailgate party into an extravaganza of ... http://t.co/4nLgPBwOdS #TailgateRadio,{},"[{u'indices': [126, 140], u'text': u'TailgateRadio'}]",1,0
Wed Oct 29 12:48:40 +0000 2014,kristenwatsonn,RT @zaibatsu: The U.S. Has Become the No Vacation Nation: http://t.co/1ZF82eNTAu  #productivity #jobs http://t.co/aAN1Vtwouy,28,"[{u'indices': [82, 95], u'text': u'productivity'}, {u'indices': [96, 101], u'text': u'jobs'}]",1,1
,,{},{},{},0,0
Wed Oct 29 12:48:57 +0000 2014,MBrenowitz,RT @Politics_PR: Over 40k people protesting in Hungary against the proposed Internet Tax right now  #Hungary #Internet http://t.co/VHYe9ozW…,277,"[{u'indices': [100, 108], u'text': u'Hungary'}, {u'indices': [109, 118], u'text': u'Internet'}]",0,1
Wed Oct 29 12:49:01 +0000 2014,COKEBOY079,Nigga sayin fuck roccblock send shots at them,{},[],0,0
Wed Oct 29 12:49:06 +0000 2014,KathrynZolman,RT @HoosierSportFan: RT if you think Andrew Luck is already an ELITE NFL QB.,11,[],0,1
Wed Oct 29 12:49:07 +0000 2014,dawnjmahoney,RT @zaibatsu: The U.S. Has Become the No Vacation Nation: http://t.co/1ZF82eNTAu  #productivity #jobs http://t.co/aAN1Vtwouy,29,"[{u'indices': [82, 95], u'text': u'productivity'}, {u'indices': [96, 101], u'text': u'jobs'}]",1,1
Wed Oct 29 12:49:23 +0000 2014,chriskoops,@emmettdps says 12-yr-old girl stabbed 9-yr-old sister multiple times around 5:40am. Younger girl expected to survive. @FOX17,{},[],0,2
Wed Oct 29 12:49:25 +0000 2014,JasonGeyer,RT @hasselESPN: The College Football Playoff map http://t.co/NHanSy18Nc,915,[],0,1
Wed Oct 29 12:49:30 +0000 2014,Mac_RadiKal,B-Real &amp; Berner - Strong ft. Wiz Khalifa: http://t.co/Me4BbLWZxi via @YouTube,{},[],1,1
Wed Oct 29 12:50:07 +0000 2014,luribea68,RT @zaibatsu: The U.S. Has Become the No Vacation Nation: http://t.co/1ZF82eNTAu  #productivity #jobs http://t.co/aAN1Vtwouy,30,"[{u'indices': [82, 95], u'text': u'productivity'}, {u'indices': [96, 101], u'text': u'jobs'}]",1,1
Wed Oct 29 12:50:30 +0000 2014,chriskoops,"Domestic stabbing (12yr-old/9yr-old) occurred in Emmett Twp. MI, in Calhoun co.",{},[],0,0
Wed Oct 29 12:50:38 +0000 2014,LegallyIrish7,You cant tell players that football is 5th and expect them to use Ipads for film study rather than for Tinder. @TheMontyShow @WillSmithKFAN,{},[],0,2
Wed Oct 29 12:52:39 +0000 2014,UNDResearch,Congratulations to Prashant Kamat @KamatlabND on being elected a Pravasi Fellow at the Indian Natl. Science Academy: http://t.co/pNQ1iIo3aA.,{},[],1,1
Wed Oct 29 12:52:53 +0000 2014,Rylin2122,RT @zaibatsu: The U.S. Has Become the No Vacation Nation: http://t.co/1ZF82eNTAu  #productivity #jobs http://t.co/aAN1Vtwouy,32,"[{u'indices': [82, 95], u'text': u'productivity'}, {u'indices': [96, 101], u'text': u'jobs'}]",1,1
,,{},{},{},0,0
Wed Oct 29 12:53:31 +0000 2014,SuzanneHarlow,"RT @RICKatFOX: Officer Diamond, 45 &amp; father of 2, died last night after being shot yesterday while serving a warrant in San Gabriel http://…",2,[],1,1
Wed Oct 29 12:53:36 +0000 2014,LegallyIrish7,@TheMontyShow Stu has actually been a pleasant surprise (if I were a BYU fan),{},[],0,1
Wed Oct 29 12:53:49 +0000 2014,MBrenowitz,"RT @jeffbullas: Some people succeed because they are destined to, but most people succeed because they are determined to. #QOTD http://t.co…",31,"[{u'indices': [122, 127], u'text': u'QOTD'}]",0,1
Wed Oct 29 12:53:52 +0000 2014,SuzanneHarlow,RT @myfoxla: Pomona SWAT officer Shaun Diamond has died after being shot serving a warrant. @myfoxla for the latest info. http://t.co/9JzQq…,6,[],0,2
Wed Oct 29 12:54:06 +0000 2014,rsg5571,“@ao_illuminati: Never waste your feelings on people who don't value them.” Absolute.,{},[],0,1
Wed Oct 29 12:54:20 +0000 2014,rsg5571,"RT @ledzeppelin: Led Zeppelin IV (Deluxe Edition) is out now... http://t.co/jHmKmUEDUp. 
#ledzep http://t.co/nIm658ite9",134,"[{u'indices': [89, 96], u'text': u'ledzep'}]",1,1
Wed Oct 29 12:55:02 +0000 2014,ScottSharum,I wish I was still sleeping right now or have a monster lol,{},[],0,0
Wed Oct 29 12:55:03 +0000 2014,NevaRodriguez22,"@WePostMedia  -Electrifying, Contemporary Romantic Suspense: http://t.co/FmndSZeJYB  #LilianaSeries #Book1 #Unexpected #Sizzling #5Star",{},"[{u'indices': [85, 99], u'text': u'LilianaSeries'}, {u'indices': [100, 106], u'text': u'Book1'}, {u'indices': [107, 118], u'text': u'Unexpected'}, {u'indices': [119, 128], u'text': u'Sizzling'}, {u'indices': [129, 135], u'text': u'5Star'}]",1,1
Wed Oct 29 12:55:19 +0000 2014,RyanAColvin,Are Your #EmployeeEngagement Efforts Getting Outdated? http://t.co/iUug4jsYbt @TLNT_com @TemboSocialDB,{},"[{u'indices': [9, 28], u'text': u'EmployeeEngagement'}]",1,2
Wed Oct 29 12:55:36 +0000 2014,SavageBaybee,RT @I_amGREAT45: @SavageBaybee @Simply_Pebbles yall fried,1,[],0,3
Wed Oct 29 12:55:37 +0000 2014,SavageBaybee,RT @I_amGREAT45: @Simply_Pebbles @SavageBaybee no both of yall fried lol,1,[],0,3
Wed Oct 29 12:55:52 +0000 2014,ben_stutzman,RT @DavidKendallArt: NOV #FirstFriday! Stop by 2c Kendall work &amp; get an early start on your Christmas gift list!! https://t.co/fAPRy5OWcQ h…,1,"[{u'indices': [25, 37], u'text': u'FirstFriday'}]",1,1
Wed Oct 29 12:55:55 +0000 2014,PatrickRothWSBT,RT @WSBT: Please help spread the word! Meijer 'Halloween Projector Flashlight' recalled: http://t.co/SRDSUemdel http://t.co/6STMfo78DX,3,[],1,1
Wed Oct 29 12:56:17 +0000 2014,taylorlane95,I can now take apart a roof down too the rafters and fix it all back up. Work is life.,{},[],0,0
Wed Oct 29 12:56:58 +0000 2014,MuayVIPZ,"RT @zaibatsu: ""Ideas won't keep. Something must be done about them."" - Alfred North Whitehead",8,[],0,1
Wed Oct 29 12:57:12 +0000 2014,Villalobos17C,White chocolate mocha from Starbucks ☕️👌,{},[],0,0
Wed Oct 29 12:57:41 +0000 2014,marissann119,RT @KennedyBuchalla: Can it just be the weekend,7,[],0,1
Wed Oct 29 12:57:41 +0000 2014,breathing_pains,"My physics teacher is sitting here saying ""don't not"" over and over again. Like shut up, learn English 👌",{},[],0,0
Wed Oct 29 12:57:42 +0000 2014,diario_aupair,RT @AHealthTipPage: If you don't get much sleep and wonder why you are always sick that is probably the reason. SLEEP cures.,1,[],0,1
Wed Oct 29 12:58:00 +0000 2014,Positiveposh,"@WildAboutTrial no Goodman, no Jodi, I'm suffering withdrawals today. Might actually get some housework done!",{},[],0,1
Wed Oct 29 12:58:16 +0000 2014,KarcherJordan,RT @ffgrocery: We have new coffee by Grounds &amp; Hounds Coffee Co. They give 20% of all revenue to no-kill dog rescues!… http://t.co/9gajEaPV…,3,[],1,1
Wed Oct 29 12:58:31 +0000 2014,HoCroSGA,“@FaranF_FOX28: Such a great group and such a great cause! http://t.co/jyylkFPKas” #GhostandGoblins tonight! http://t.co/L0OWIrGJ2S,{},"[{u'indices': [83, 99], u'text': u'GhostandGoblins'}]",1,1
Wed Oct 29 12:58:43 +0000 2014,calalochiarah,RT @TeenMindRocks: The Most Beautiful Cities In The World - http://t.co/7MtoaHS5vt http://t.co/ph6ZXzCYVR,340,[],1,1
Wed Oct 29 12:58:45 +0000 2014,IU_Health,"JOIN US as we celebrate 35 years of LifeLine! Today @ Fairbanks Hall

Tours: 12-5PM
Ceremony: 2:15PM 

#LifeLine35 http://t.co/bqvyMahygP",{},"[{u'indices': [103, 114], u'text': u'LifeLine35'}]",0,0
Wed Oct 29 12:59:10 +0000 2014,UNDResearch,"Turning Research Into Jobs in South Bend, via @SBTribune: http://t.co/AX4eMDjVd4.",{},[],1,1
Wed Oct 29 12:59:11 +0000 2014,Sports_Journal,This is about as dressed up as Tallil will get for Halloween! @Chris_Z925 @Jessica_Z925 @Z925FM http://t.co/gBQ0KdeUja,{},[],0,3
Wed Oct 29 12:59:16 +0000 2014,chriskoops,Police: 12-year-old girl stabs 9-year-old sister multiple times in Calhoun County http://t.co/QwGMoZFAje via @fox17,{},[],1,1
Wed Oct 29 12:59:26 +0000 2014,HoCroSGA,RT @FaranF_FOX28: Such a great group and such a great cause! http://t.co/giCJWRW8ci,2,[],1,1
Wed Oct 29 12:59:40 +0000 2014,11_13_11lovesme,RT @TheAhsPosts: i'm crying http://t.co/9Y88NJLvZL,349,[],0,1
Wed Oct 29 12:59:55 +0000 2014,StevenDMcD,11 different Christmas them neck ties for film/TV production wardrobe. http://t.co/6y1ISiAXw2,{},[],1,0
Wed Oct 29 13:00:02 +0000 2014,AHealthTipPage,Don't eat from the bag. Pour yourself a serving into a bowl. Helps you not overeat!!,{},[],0,0
Wed Oct 29 13:00:30 +0000 2014,simeriberry,@tabiyesberger thanks tabi☺️😘,{},[],0,1
Wed Oct 29 13:00:54 +0000 2014,Mrs_HeatherB,http://t.co/MCH3u4Ye8J,{},[],1,0
Wed Oct 29 13:01:00 +0000 2014,simeriberry,@hunterrr31 thanks homie. Miss ya man!💯,{},[],0,1
Wed Oct 29 13:01:19 +0000 2014,ah_boom,"RT @purduesouthbend: ""Big Ten and the Next Big Thing"" - We are doing competency based learning right here in South Bend, @WSBT. Article: ht…",1,[],1,2
Wed Oct 29 13:01:27 +0000 2014,SSSSSsara,@MauraRomstadt I know right,{},[],0,1
Wed Oct 29 13:01:34 +0000 2014,MichianaWeather,"Models are showing that the rain will begin to enter Indiana around 1pm today, and continue off and on for another 10 hours.",{},[],0,0
Wed Oct 29 13:02:01 +0000 2014,SocialInIndy,Are You Trying to Create a National Brand?  Need a Company that Can Handle Your Internet Marketing? http://t.co/IBTjkdSIIp,{},[],1,0
Wed Oct 29 13:02:02 +0000 2014,VonStrantz,"We are in CHICAGO this Saturday, Nov.1st!
7pm -11pm.
Playing with our friends Navy Brat.
Come dressed up in your... http://t.co/RFYJvtWiaU",{},[],1,0
Wed Oct 29 13:02:07 +0000 2014,11_13_11lovesme,RT @LifeAsABabe: After you slap my ass http://t.co/mCm9tsbZLo,1124,[],0,1
Wed Oct 29 13:02:10 +0000 2014,SocialInIndy,"Colts Mailbag: Which Colts Defense Will Be Seen Going Forward?: Intro:  This week, mailbag readers inquire abo... http://t.co/i0GIL4e7xo",{},[],1,0
Wed Oct 29 13:02:29 +0000 2014,Annie_Oakley45,RT @Inspire_Us: Some days you just have to create your own sunshine.,202,[],0,1
Wed Oct 29 13:02:42 +0000 2014,Knrhockey,RT @WSBT: Please help spread the word! Meijer 'Halloween Projector Flashlight' recalled: http://t.co/SRDSUemdel http://t.co/6STMfo78DX,4,[],1,1
Wed Oct 29 13:03:05 +0000 2014,Kelsey_dream99,Wow that's pretty sad my brother just now started following me .. @a_real_cop,{},[],0,1
Wed Oct 29 13:03:10 +0000 2014,McCarterSamual,"RT @IU_Health: JOIN US as we celebrate 35 years of LifeLine! Today @ Fairbanks Hall

Tours: 12-5PM
Ceremony: 2:15PM 

#LifeLine35 http://t.…",1,"[{u'indices': [118, 129], u'text': u'LifeLine35'}]",0,1
Wed Oct 29 13:03:16 +0000 2014,HandyIdeas,"RT @zaibatsu: ""Ideas won't keep. Something must be done about them."" - Alfred North Whitehead",9,[],0,1
Wed Oct 29 13:03:25 +0000 2014,Ty_Holz,@HaleySnyder2 @THolzwart touché,{},[],0,2
Wed Oct 29 13:05:00 +0000 2014,rendale,@RICKatFOX @myfoxla Thanks for sharing Rick! Morning from Santa Monica!,{},[],0,2
Wed Oct 29 13:05:05 +0000 2014,tailgateradio,Tailgating Main Dishes: Juicy Lucy Burgers http://t.co/JCN4LOsNjQ,{},[],1,0
Wed Oct 29 13:05:10 +0000 2014,AHealthTipPage,"Makeup sorcery, witchcraft and voodoo are the internet’s BIGGEST obsession right now http://t.co/UdEtETWzGP",{},[],1,0
Wed Oct 29 13:05:30 +0000 2014,zaibatsu,Woman With Hidden Camera Is Harassed More Than 100 Times in 10 Hours (video) http://t.co/4KkRVJ3WOE,{},[],1,0
,,{},{},{},0,0
Wed Oct 29 13:05:39 +0000 2014,newtechnetwork,"""With Liberty and Justice and High Speed Internet Access for All"" http://t.co/qHAbovhpkx via @LydiaDobyns #fasterark @SamaSource",{},"[{u'indices': [106, 116], u'text': u'fasterark'}]",1,2
Wed Oct 29 13:05:58 +0000 2014,taylorlane95,Way too young to be living like this,{},[],0,0
Wed Oct 29 13:06:12 +0000 2014,SSSSSsara,"According to a BI experiment, my heart is beating 235 bpm. #ohokay http://t.co/jgECGQT4Aq",{},"[{u'indices': [59, 66], u'text': u'ohokay'}]",0,0
Wed Oct 29 13:06:16 +0000 2014,bigsneakertees,What's embarrassing is most 40year olds didn't  even know what college was growing up .,{},[],0,0
Wed Oct 29 13:06:20 +0000 2014,BluePlusBlack,@zaibatsu The hustle is real.,{},[],0,1
Wed Oct 29 13:06:53 +0000 2014,sfischer1967,RT @RepubLove: Spotted in Upper Fells Point @Hogan4Governor #changemaryland #bmore http://t.co/zVKRdjATO2,2,"[{u'indices': [60, 75], u'text': u'changemaryland'}, {u'indices': [76, 82], u'text': u'bmore'}]",1,2
Wed Oct 29 13:07:01 +0000 2014,EbyFordLincoln,The All-New @FordTrucks F-150 is already winning awards. http://t.co/1TQVkgbaZz A stronger frame and aluminum body hilite many new features,{},[],1,1
Wed Oct 29 13:07:02 +0000 2014,ACEatND,"We are spending a week celebrating the saints and ""5 Minutes with the Saints"" by @avemariapress Join us! http://t.co/E4cuF6jdIk",{},[],0,1
Wed Oct 29 13:07:05 +0000 2014,Z925FM,RT @Sports_Journal: This is about as dressed up as Tallil will get for Halloween! @Chris_Z925 @Jessica_Z925 @Z925FM http://t.co/gBQ0KdeUja,1,[],0,4
Wed Oct 29 13:07:06 +0000 2014,TweetNDFCU,"It's National Cat Day! Let the cute cat videos roll!
http://t.co/aYxVpIrrnl",{},[],1,0
Wed Oct 29 13:07:07 +0000 2014,tsmithy8,"RT @TheWorldStories: ""Humanity, that's our real nationality..."" http://t.co/uX3Zke2Uzg",943,[],0,1
Wed Oct 29 13:07:09 +0000 2014,TweetNDFCU,How do you stay productive all day long?,{},[],0,0
Wed Oct 29 13:07:15 +0000 2014,timothytwill,"RT @ACEatND: We are spending a week celebrating the saints and ""5 Minutes with the Saints"" by @avemariapress Join us! http://t.co/E4cuF6jdIk",1,[],0,2
Wed Oct 29 13:07:20 +0000 2014,davidzstein,RT @zaibatsu: The U.S. Has Become the No Vacation Nation: http://t.co/1ZF82eNTAu  #productivity #jobs http://t.co/aAN1Vtwouy,42,"[{u'indices': [82, 95], u'text': u'productivity'}, {u'indices': [96, 101], u'text': u'jobs'}]",1,1
Wed Oct 29 13:07:48 +0000 2014,dldiener,Something new for you at: D is for Dialect http://t.co/HvdLpOJjpH,{},[],1,0
Wed Oct 29 13:08:37 +0000 2014,Bjkb221B,RT @WSBT: Please help spread the word! Meijer 'Halloween Projector Flashlight' recalled: http://t.co/SRDSUemdel http://t.co/6STMfo78DX,5,[],1,1
Wed Oct 29 13:08:49 +0000 2014,Sports_Journal,RT @Chris_Z925: Maybe I should recruit a @Sports_Journal jacket to go with my @1350AM_WIOU jacket for Friday.  I'm gonna be cold.  Darn you…,1,[],0,4
Wed Oct 29 13:08:58 +0000 2014,Asun777,RT @AHealthTipPage: Don't eat from the bag. Pour yourself a serving into a bowl. Helps you not overeat!!,1,[],0,1
Wed Oct 29 13:09:08 +0000 2014,basedbeaners,"RT @UrParentsBeLike: Some dads be like..
#LMFAO http://t.co/tpeNToKihB",353,"[{u'indices': [41, 47], u'text': u'LMFAO'}]",0,1
Wed Oct 29 13:09:14 +0000 2014,RPamatatau,RT @zaibatsu: Woman With Hidden Camera Is Harassed More Than 100 Times in 10 Hours (video) http://t.co/4KkRVJ3WOE,2,[],1,1
Wed Oct 29 13:09:47 +0000 2014,momiamhereapp,Este inteligente App já está disponível!,{},[],0,0
Wed Oct 29 13:10:25 +0000 2014,_mleoooo9,RT @09_Enrique: I got expenses and shit to pay.,1,[],0,1
Wed Oct 29 13:10:39 +0000 2014,momiamhereapp,Cette Smart App est disponible maintenant !,{},[],0,0
Wed Oct 29 13:11:01 +0000 2014,Chris_Z925,@Sports_Journal @Z925FM @Jessica_Z925 pizza shack?,{},[],0,3
Wed Oct 29 13:11:27 +0000 2014,momiamhereapp,Questa App Smart è disponibile ora !,{},[],0,0
Wed Oct 29 13:11:58 +0000 2014,KokomoScanner,Boulevard &amp; Washington: Truck Lost trailer; Blocking traffic.,{},[],0,0
Wed Oct 29 13:12:27 +0000 2014,Sports_Journal,RT @KokomoScanner: Boulevard &amp; Washington: Truck Lost trailer; Blocking traffic.,1,[],0,1
Wed Oct 29 13:12:50 +0000 2014,Boston__Agent,150 cats found in home of known feline hoarder http://t.co/r0fBcyTaqp #boston,{},"[{u'indices': [70, 77], u'text': u'boston'}]",1,0
Wed Oct 29 13:12:52 +0000 2014,Boston__Agent,"Forecast: Mild, But Cloudy With Showers Approaching http://t.co/Y5SFkSGyiq #boston",{},"[{u'indices': [75, 82], u'text': u'boston'}]",1,0
Wed Oct 29 13:12:53 +0000 2014,FatmanRico2011,well its a minute past 911 might as well take dump,{},[],0,0
Wed Oct 29 13:12:53 +0000 2014,Boston__Agent,One dead bus can ruin your whole morning http://t.co/fIvYo6FMvD #boston,{},"[{u'indices': [64, 71], u'text': u'boston'}]",1,0
Wed Oct 29 13:12:55 +0000 2014,Boston__Agent,"Westfield State University ready to move on, select new president, says Richard Freeland, state higher ed chief http://t.co/QRs1wMsGQg ...",{},[],1,0
Wed Oct 29 13:12:56 +0000 2014,Boston__Agent,RE-ANIMATING POE: AN INTERVIEW WITH JEFFREY COMBS http://t.co/w22UML3bG0 #boston,{},"[{u'indices': [73, 80], u'text': u'boston'}]",1,0
Wed Oct 29 13:12:58 +0000 2014,Boston__Agent,Slowing Down League’s Best Offense No Easy Task For Patriots http://t.co/3WTl9MZK6L #boston,{},"[{u'indices': [84, 91], u'text': u'boston'}]",1,0
Wed Oct 29 13:12:59 +0000 2014,Boston__Agent,Phillipos Faces Up To 16 Years In Prison After Conviction http://t.co/mIGQ0THlWw #boston,{},"[{u'indices': [81, 88], u'text': u'boston'}]",1,0
Wed Oct 29 13:13:02 +0000 2014,Boston__Agent,Keytar Bear attacked again? http://t.co/e6ZTul2pD5 #boston,{},"[{u'indices': [51, 58], u'text': u'boston'}]",1,0
